,person_id,age,citizen_status,nativity_status,weekly_hours_worked,total_income,self_employed_income,wage_income,interest_income,other_income,marital_status,school_status,sex,when_last_worked,worked_last_week,language,race_native_american,race_asian,race_black,race_native_hawaiian,race_pacific_islander,race_white,race_other,household_id,Predicted_uninsured,Prediction_prob
5060,32481,35,citizen_birth,native_born,40,35081.0,30.0,35010.0,18.0,23.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14034,0,0.46975442087627006
5061,32482,29,citizen_birth,native_born,0,140.0,73.0,28.0,0.0,39.0,never_married,not_student,F,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,14034,1,0.5197074013419621
5062,32490,26,citizen_birth,native_born,40,64198.0,89.0,64023.0,14.0,72.0,never_married,not_student,M,in_last_year,worked,Polish,0,0,0,0,0,1,0,14037,0,0.34863754847671485
5063,32491,25,citizen_birth,native_born,60,60238.0,70.0,60075.0,44.0,49.0,never_married,not_student,M,in_last_year,worked,Greek,0,0,0,0,0,1,0,14037,0,0.3853841568777087
5064,32494,85,citizen_birth,native_born,0,86892.0,84.0,61.0,641.0,86106.0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14040,0,0.10121598718043993
5065,32495,83,citizen_birth,native_born,0,228.0,35.0,52.0,53.0,88.0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14040,0,0.3087347132591077
5066,32515,48,citizen_birth,native_born,42,76241.0,62.0,76071.0,44.0,64.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14049,0,0.2101974890644637
5067,32516,46,citizen_birth,native_born,20,25301.0,15087.0,10037.0,97.0,80.0,married,not_student,F,in_last_year,worked,English,0,1,0,0,0,0,0,14049,0,0.3148631069733224
5068,32528,35,citizen_birth,native_born,45,62218.0,86.0,62090.0,23.0,19.0,divorced,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14057,0,0.18313368436297156
5069,32531,37,citizen_birth,native_born,35,7196.0,88.0,7038.0,14.0,56.0,divorced,not_student,M,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14057,1,0.5370398919322713
5070,32545,29,citizen_birth,native_born,40,32223.0,60.0,32067.0,59.0,37.0,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14064,0,0.3791007483123365
5071,32546,65,citizen_birth,native_born,40,27162.0,23.0,27077.0,54.0,8.0,widowed,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14064,0,0.35707452562609987
5072,32547,30,citizen_birth,native_born,30,28229.0,94.0,28079.0,4.0,52.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14064,1,0.5162828913630305
5073,32548,70,citizen_birth,native_born,0,29072.0,81.0,74.0,97.0,28820.0,widowed,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14065,0,0.3065596021410855
5074,32553,40,citizen_birth,native_born,0,8900.0,2.0,2.0,78.0,8818.0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14069,1,0.5277845178570224
5075,32554,38,citizen_birth,native_born,0,250.0,25.0,77.0,68.0,80.0,married,not_student,F,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,14069,0,0.4524014074631127
5076,32555,19,citizen_birth,native_born,0,250.0,67.0,73.0,45.0,65.0,never_married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14069,1,0.6746170990757355
5077,32570,47,citizen_birth,native_born,45,52127.0,37.0,52004.0,3.0,83.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14076,0,0.31391434457511586
5078,32571,38,citizen_birth,native_born,0,6037.0,23.0,87.0,27.0,5900.0,married,not_student,F,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,14076,0,0.42175059058955566
5079,32591,22,citizen_birth,native_born,0,191.0,65.0,6.0,74.0,46.0,never_married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14086,1,0.6658283193782093
5080,32599,50,citizen_birth,native_born,40,34234.0,52.0,34099.0,17.0,66.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14090,0,0.2752212448635691
5081,32600,53,citizen_birth,native_born,0,149.0,56.0,28.0,19.0,46.0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14090,1,0.5304311474302666
5082,32606,44,citizen_naturalized,foreign_born,40,60141.0,18.0,60049.0,32.0,42.0,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,0,1,14092,1,0.6654577106476669
5083,32607,43,citizen_naturalized,foreign_born,40,32103.0,33.0,32018.0,31.0,21.0,married,not_student,F,in_last_year,worked,Spanish,0,0,0,0,0,0,1,14092,1,0.6876838094986952
5084,32619,70,citizen_birth,native_born,0,15930.0,86.0,72.0,55.0,15717.0,divorced,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14098,0,0.24773779267046328
5085,32620,83,citizen_birth,native_born,0,50231.0,2.0,61.0,32072.0,18096.0,widowed,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14099,0,0.19004483754504817
5086,32624,67,citizen_birth,native_born,40,148586.0,5.0,60090.0,72.0,88419.0,never_married,not_student,M,in_last_year,did_not_work,Spanish,0,0,0,0,0,0,1,14102,0,0.06208963108024402
5087,32643,65,citizen_birth,native_born,0,15924.0,36.0,83.0,28.0,15777.0,widowed,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14109,0,0.3858648910300742
5088,32646,94,citizen_birth,native_born,0,11230.0,18.0,16.0,159.0,11037.0,widowed,not_student,M,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,14111,0,0.4391838024418917
5089,32647,48,citizen_birth,native_born,30,12109.0,33.0,11974.0,47.0,55.0,divorced,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14112,0,0.3455819977452235
5090,32648,22,citizen_birth,native_born,0,163.0,84.0,5.0,36.0,38.0,never_married,private_school,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14112,0,0.4719666185945121
5091,32649,19,citizen_birth,native_born,40,4993.0,99.0,4811.0,7.0,76.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14112,1,0.6782302716430846
5092,32650,90,citizen_birth,native_born,0,26857.0,12.0,64.0,357.0,26424.0,divorced,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14113,0,0.2490399646676131
5093,32652,75,citizen_birth,native_born,0,9980.0,52.0,16.0,68.0,9844.0,never_married,not_student,M,over_five_years_ago,not_reported,English,0,0,1,0,0,0,0,14115,0,0.49737941271129715
5094,32653,75,citizen_naturalized,foreign_born,0,278.0,98.0,91.0,24.0,65.0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14116,1,0.758800506892078
5095,32654,73,citizen_naturalized,foreign_born,0,191.0,71.0,55.0,49.0,16.0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14116,1,0.6591462035776644
5096,32681,57,citizen_naturalized,foreign_born,40,37128.0,37057.0,23.0,37.0,11.0,married,not_student,M,in_last_year,worked,Polish,0,0,0,0,0,1,0,14126,1,0.6720431707603759
5097,32682,58,citizen_naturalized,foreign_born,40,53218.0,86.0,53054.0,24.0,54.0,married,not_student,F,in_last_year,worked,Polish,0,0,0,0,0,1,0,14126,0,0.4604385354108926
5098,32683,28,citizen_naturalized,foreign_born,2,825.0,22.0,679.0,41.0,83.0,married,not_student,M,in_last_year,did_not_work,Polish,0,0,0,0,0,1,0,14126,1,0.8560875335600047
5099,32684,80,citizen_birth,native_born,0,220.0,50.0,23.0,65.0,82.0,divorced,not_student,F,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,14126,0,0.28716382498172577
5100,32700,61,citizen_birth,native_born,40,32000.0,13.0,31818.0,78.0,91.0,widowed,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14134,0,0.34580013537605475
5101,32701,57,citizen_naturalized,foreign_born,40,67172.0,65.0,67036.0,7.0,64.0,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,14135,1,0.5176093904156966
5102,32702,57,citizen_birth,native_born,32,12313.0,77.0,12077.0,76.0,83.0,married,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,1,14135,0,0.4187991403800329
5103,32703,27,citizen_birth,native_born,15,7199.0,35.0,7068.0,6.0,90.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14135,1,0.6258756409173442
5104,32704,19,citizen_birth,native_born,5,5246.0,98.0,5034.0,35.0,79.0,never_married,private_school,M,in_last_year,worked,English,0,0,0,0,0,1,0,14135,1,0.5866202085230382
5105,32716,34,citizen_birth,native_born,32,17199.0,73.0,17006.0,93.0,27.0,married,not_student,M,in_last_year,not_reported,English,0,0,0,0,0,1,0,14140,1,0.5273547697671978
5106,32717,31,citizen_birth,native_born,35,32237.0,52.0,32100.0,77.0,8.0,married,not_student,F,in_last_year,not_reported,English,0,0,0,0,0,1,0,14140,0,0.3362116994087893
5107,32762,47,citizen_birth,native_born,30,18265.0,8028.0,10088.0,98.0,51.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14157,0,0.35136687689856233
5108,32763,57,citizen_birth,native_born,25,20171.0,20051.0,10.0,46.0,64.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14157,0,0.428041903674755
5109,32767,22,noncitizen,foreign_born,11,527.0,12.0,356.0,92.0,67.0,never_married,private_school,F,in_last_year,worked,English,0,0,0,0,0,1,0,14161,1,0.9288023243787406
5110,32775,54,citizen_birth,native_born,40,47230.0,27.0,47088.0,65.0,50.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14164,0,0.3128108421545001
5111,32776,51,citizen_birth,native_born,30,45421.0,3285.0,42089.0,33.0,14.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14164,0,0.22226174520088274
5112,32805,84,citizen_birth,native_born,0,99100.0,19.0,29.0,13266.0,85786.0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14176,0,0.08069087179338372
5113,32806,84,citizen_birth,native_born,0,9835.0,38.0,23.0,91.0,9683.0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14176,0,0.26374395210682683
5114,32851,21,citizen_birth,native_born,22,9138.0,41.0,6058.0,3006.0,33.0,never_married,public_school,F,in_last_year,worked,English,0,0,0,0,0,1,0,14196,0,0.374498747001377
5115,32852,35,citizen_birth,native_born,50,80122.0,45.0,80061.0,1.0,15.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14197,0,0.23045259586316946
5116,32853,34,citizen_birth,native_born,0,191.0,46.0,8.0,99.0,38.0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14197,0,0.4663043322869642
5117,32859,68,citizen_birth,native_born,0,11282.0,71.0,95.0,29.0,11087.0,divorced,not_student,F,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,14198,0,0.321398021839158
5118,32894,80,citizen_naturalized,foreign_born,0,21474.0,31.0,87.0,90.0,21266.0,widowed,not_student,F,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,0,1,14213,1,0.6956229201009843
5119,32916,62,citizen_birth,native_born,40,86225.0,30.0,41062.0,45063.0,70.0,divorced,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14225,0,0.08344862611951007
5120,32930,39,citizen_birth,native_born,45,60213.0,41.0,60093.0,53.0,26.0,never_married,private_school,F,in_last_year,worked,English,0,0,1,0,0,1,0,14233,0,0.21950858637311843
5121,32931,21,citizen_birth,native_born,0,52.0,8.0,9.0,8.0,27.0,never_married,not_student,F,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,14233,1,0.6049435174803457
5122,32933,44,citizen_birth,native_born,0,83.0,17.0,38.0,11.0,17.0,divorced,not_student,M,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,1,14233,1,0.6515739443124414
5123,32936,48,citizen_birth,native_born,42,46594.0,100.0,46386.0,36.0,72.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14235,0,0.2312681530506743
5124,32937,61,citizen_birth,native_born,0,3501.0,13.0,70.0,53.0,3365.0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14235,0,0.4850701358438975
5125,32938,25,citizen_birth,native_born,55,32307.0,77.0,32053.0,93.0,84.0,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14235,0,0.4022812118827879
5126,32939,21,citizen_birth,native_born,16,1488.0,37.0,1322.0,72.0,57.0,never_married,public_school,M,in_last_year,not_reported,English,0,0,0,0,0,1,0,14235,1,0.5373872980158615
5127,32971,73,citizen_birth,native_born,0,21718.0,6.0,88.0,2867.0,18757.0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14251,0,0.35065288764099306
5128,32972,74,citizen_birth,native_born,0,22108.0,5.0,62.0,56.0,21985.0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14251,0,0.23974074395115902
5129,32979,81,citizen_birth,native_born,30,24824.0,8061.0,5034.0,629.0,11100.0,widowed,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14254,0,0.31297270621281337
5130,33005,36,citizen_birth,native_born,30,66705.0,28107.0,38452.0,73.0,73.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14265,0,0.18157875384141672
5131,33006,33,citizen_birth,native_born,40,47692.0,51.0,47513.0,59.0,69.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14265,0,0.3752623030214967
5132,33024,31,citizen_birth,native_born,20,14330.0,34.0,14221.0,5.0,70.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14274,0,0.41602789001552654
5133,33025,30,citizen_birth,native_born,60,66996.0,60.0,36857.0,30029.0,50.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14274,0,0.30469390669319935
5134,33035,37,citizen_birth,native_born,36,115188.0,77.0,115001.0,15.0,95.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14280,0,0.1161136314201866
5135,33036,36,citizen_birth,native_born,40,75158.0,22.0,75016.0,64.0,56.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14280,0,0.16002323614867392
5136,33102,41,citizen_birth,native_born,25,16305.0,81.0,16097.0,34.0,93.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14302,0,0.37669794474381235
5137,33103,50,citizen_birth,native_born,50,52313.0,85.0,52063.0,88.0,77.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14302,0,0.3074446190540793
5138,33106,74,citizen_birth,native_born,50,107721.0,4995.0,34942.0,28917.0,38867.0,married,not_student,M,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14303,0,0.08838220459464258
5139,33107,74,citizen_birth,native_born,0,58643.0,43.0,25.0,33269.0,25306.0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14303,0,0.12555408051740746
5140,33108,32,noncitizen,foreign_born,55,57283.0,98.0,45070.0,12022.0,93.0,never_married,not_student,M,in_last_year,worked,Polish,0,0,0,0,0,1,0,14304,1,0.8949370137051427
5141,33113,46,citizen_birth,native_born,45,43239.0,1090.0,42009.0,41.0,99.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14306,0,0.35966751422052956
5142,33125,44,citizen_naturalized,foreign_born,40,80158.0,35.0,80026.0,47.0,50.0,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,14310,0,0.4921623346464298
5143,33126,35,citizen_naturalized,foreign_born,0,197.0,13.0,81.0,93.0,10.0,married,not_student,F,in_last_five_years,did_not_work,Spanish,0,0,0,0,0,1,0,14310,1,0.7647956325369369
5144,33155,44,noncitizen,foreign_born,40,2690.0,47.0,2603.0,24.0,16.0,married,not_student,F,in_last_year,did_not_work,Spanish,0,0,0,0,0,1,0,14318,1,0.9204849626628984
5145,33156,43,noncitizen,foreign_born,40,18200.0,79.0,18006.0,38.0,77.0,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,14318,1,0.9336706529399312
5146,33196,53,citizen_birth,native_born,42,110218.0,38.0,110014.0,89.0,77.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14334,0,0.06662975579606685
5147,33197,53,citizen_birth,native_born,32,72254.0,65.0,72061.0,50.0,78.0,married,not_student,M,in_last_year,not_reported,English,0,0,0,0,0,1,0,14334,0,0.2081796183224028
5148,33198,23,citizen_birth,native_born,20,5158.0,73.0,5016.0,7.0,62.0,never_married,not_student,M,in_last_year,not_reported,English,0,0,0,0,0,1,0,14334,1,0.6520495008196258
5149,33199,22,citizen_birth,native_born,3,601.0,71.0,467.0,54.0,9.0,never_married,public_school,F,in_last_year,not_reported,English,0,0,0,0,0,1,0,14334,0,0.40151361710963346
5150,33212,27,citizen_birth,native_born,40,29055.0,63.0,27037.0,74.0,1881.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14340,1,0.5294819406179065
5151,33241,37,citizen_birth,native_born,40,62334.0,29.0,62058.0,179.0,68.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14355,0,0.29323467684181315
5152,33242,37,citizen_birth,native_born,15,15096.0,15004.0,11.0,73.0,8.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14355,0,0.38876675811979405
5153,33248,58,citizen_birth,native_born,64,27183.0,62.0,27047.0,4.0,70.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14357,0,0.29844864044663033
5154,33249,59,citizen_birth,native_born,50,100216.0,14.0,100010.0,99.0,93.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14357,0,0.1227378468069701
5155,33269,31,citizen_birth,native_born,4,1296.0,66.0,220.0,91.0,919.0,never_married,public_school,M,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14364,0,0.49539582292517553
5156,33270,65,citizen_birth,native_born,23,10112.0,61.0,10026.0,9.0,16.0,divorced,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14364,0,0.2996817899608402
5157,33271,61,citizen_birth,native_born,40,8189.0,71.0,8022.0,81.0,15.0,married,not_student,M,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14364,0,0.4894903598459873
5158,33274,32,noncitizen,foreign_born,40,20268.0,78.0,20079.0,82.0,29.0,married,public_school,M,in_last_year,worked,Nepali,0,1,0,0,0,0,0,14366,1,0.8985049720438635
5159,33275,25,noncitizen,foreign_born,0,286.0,90.0,100.0,84.0,12.0,married,not_student,F,over_five_years_ago,did_not_work,Nepali,0,1,0,0,0,0,0,14366,1,0.933703785658543
5160,33301,46,citizen_birth,native_born,62,105202.0,72.0,105007.0,87.0,36.0,married,private_school,M,in_last_year,worked,English,0,0,0,0,0,1,0,14376,0,0.10460390047024778
5161,33302,46,citizen_birth,native_born,36,54252.0,75.0,54042.0,60.0,75.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,1,14376,0,0.2556888392832799
5162,33303,19,citizen_birth,native_born,15,3297.0,7.0,3172.0,36.0,82.0,never_married,public_school,M,in_last_year,did_not_work,English,0,0,0,0,0,1,1,14376,1,0.6042677294164458
5163,33306,45,citizen_birth,native_born,0,5500.0,73.0,58.0,90.0,5279.0,married,not_student,M,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,14378,1,0.5289863130661346
5164,33307,43,citizen_birth,native_born,0,192.0,40.0,92.0,19.0,41.0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14378,0,0.4358265784359935
5165,33316,39,citizen_birth,native_born,40,100259.0,93.0,100036.0,99.0,31.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14383,0,0.15138646963590824
5166,33317,44,citizen_birth,native_born,40,100102.0,32.0,100043.0,13.0,14.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14383,0,0.14322228634770454
5167,33319,72,citizen_birth,native_born,22,46599.0,20046.0,79.0,69.0,26405.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14384,0,0.25482729496155493
5168,33320,70,citizen_birth,native_born,12,13202.0,10.0,1023.0,77.0,12092.0,married,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14384,0,0.2948363676922085
5169,33330,55,citizen_birth,native_born,60,16227.0,65.0,16062.0,27.0,73.0,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14390,0,0.3904955092257271
5170,33332,57,citizen_birth,native_born,45,32283.0,35.0,32089.0,96.0,63.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14392,0,0.2675285013800862
5171,33333,57,citizen_birth,native_born,45,79602.0,6.0,79023.0,502.0,71.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14392,0,0.1808910752555196
5172,33347,64,citizen_birth,native_born,0,3302.0,60.0,47.0,62.0,3133.0,married,not_student,F,in_last_five_years,not_reported,English,0,0,0,0,0,1,0,14396,0,0.3515251886579373
5173,33348,64,citizen_birth,native_born,5,5932.0,18.0,5622.0,269.0,23.0,married,not_student,M,in_last_year,not_reported,English,0,0,0,0,0,1,0,14396,0,0.4654818855289839
5174,33349,33,citizen_birth,native_born,40,37778.0,58.0,30052.0,77.0,7591.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14396,0,0.4621101442535727
5175,33376,61,citizen_birth,native_born,0,80475.0,42.0,25.0,395.0,80013.0,divorced,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14405,0,0.13450763217893746
5176,33377,37,citizen_birth,native_born,20,1744.0,91.0,1554.0,43.0,56.0,married,not_student,M,in_last_year,did_not_work,English,0,0,1,0,0,0,0,14406,1,0.6460271247892831
5177,33378,36,citizen_birth,native_born,30,31235.0,87.0,31051.0,76.0,21.0,married,not_student,F,in_last_year,worked,English,0,0,1,0,0,0,0,14406,0,0.3761415268200287
5178,33398,54,citizen_birth,native_born,42,55524.0,27.0,55008.0,395.0,94.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14415,0,0.18610244986863328
5179,33399,58,citizen_birth,native_born,16,33377.0,81.0,33010.0,255.0,31.0,married,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14415,0,0.2440775131801669
5180,33400,24,citizen_birth,native_born,46,38190.0,66.0,38012.0,66.0,46.0,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14416,0,0.36919515411093123
5181,33401,72,citizen_birth,native_born,0,4477.0,42.0,23.0,94.0,4318.0,never_married,not_student,M,over_five_years_ago,not_reported,Spanish,0,0,0,0,0,1,0,14417,0,0.47829998304991067
5182,33414,28,citizen_birth,native_born,25,12202.0,41.0,9055.0,77.0,3029.0,divorced,public_school,F,in_last_year,did_not_work,Arabic,0,0,0,0,0,1,0,14421,0,0.2779746825545449
5183,33416,63,citizen_naturalized,foreign_born,0,5444.0,4.0,77.0,85.0,5278.0,married,not_student,F,over_five_years_ago,did_not_work,Arabic,0,0,0,0,0,1,0,14421,1,0.6644435456133658
5184,33422,50,citizen_birth,native_born,40,45258.0,65.0,45099.0,88.0,6.0,divorced,not_student,F,in_last_year,not_reported,English,0,0,0,0,0,1,0,14425,0,0.2058621650028054
5185,33423,20,citizen_birth,native_born,0,220.0,83.0,6.0,39.0,92.0,never_married,public_school,M,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,14425,1,0.5357775033993277
5186,33426,62,citizen_birth,native_born,0,1147.0,91.0,16.0,53.0,987.0,divorced,not_student,M,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,14427,1,0.517198418324747
5187,33427,32,citizen_birth,native_born,60,75173.0,75016.0,56.0,55.0,46.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14428,0,0.2633775008596601
5188,33428,30,citizen_birth,native_born,40,40281.0,75.0,40050.0,81.0,75.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14428,0,0.3047172843664576
5189,33460,49,noncitizen,foreign_born,40,45076.0,35.0,45010.0,28.0,3.0,never_married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,14440,1,0.8935979763050823
5190,33461,35,citizen_birth,native_born,40,18143.0,14.0,18024.0,76.0,29.0,married,not_student,F,in_last_year,worked,Spanish,0,0,0,0,0,1,0,14440,0,0.39732982857450666
5191,33462,36,noncitizen,foreign_born,40,20265.0,42.0,20098.0,47.0,78.0,never_married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,14440,1,0.9448067682961809
5192,33463,26,noncitizen,foreign_born,40,20103.0,66.0,20016.0,18.0,3.0,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,14440,1,0.9445930907107841
5193,33467,36,citizen_birth,native_born,45,12227.0,93.0,12067.0,63.0,4.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14442,1,0.5919819141285111
5194,33479,25,citizen_birth,native_born,0,152.0,18.0,24.0,18.0,92.0,never_married,public_school,M,in_last_five_years,not_reported,Spanish,0,0,0,0,0,1,0,14447,1,0.5190971411619326
5195,33480,49,citizen_birth,native_born,48,111232.0,58.0,111021.0,105.0,48.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14448,0,0.1117368931482974
5196,33481,34,citizen_birth,native_born,28,18361.0,90.0,18076.0,102.0,93.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14448,0,0.39097575590052747
5197,33488,72,citizen_birth,native_born,0,13478.0,77.0,101.0,84.0,13216.0,never_married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14451,0,0.4302860732620826
5198,33489,55,citizen_birth,native_born,45,65105.0,10.0,65031.0,34.0,30.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14452,0,0.23671346577668032
5199,33490,41,citizen_birth,native_born,40,8946.0,96.0,670.0,86.0,8094.0,married,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,14452,0,0.42540458404403747
5200,33491,33,citizen_birth,native_born,40,9497.0,0.0,7042.0,34.0,2421.0,never_married,not_student,F,in_last_year,worked,English,0,0,1,0,0,0,0,14453,1,0.5441883946248451
5201,33505,38,citizen_birth,native_born,40,80255.0,87.0,80062.0,20.0,86.0,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14457,0,0.1609999613988899
5202,33507,38,citizen_birth,native_born,40,24240.0,89.0,24013.0,46.0,92.0,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14457,1,0.517813966154092
5203,33508,82,citizen_birth,native_born,0,10947.0,30.0,73.0,28.0,10816.0,widowed,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,14457,0,0.4814494205660305
5204,33528,57,citizen_birth,native_born,50,24327.0,99.0,24056.0,93.0,79.0,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,14466,0,0.30554261925565257
5205,33529,61,citizen_birth,native_born,50,40240.0,49.0,40075.0,75.0,41.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14466,0,0.33124121048988964
5206,33531,58,citizen_birth,native_born,60,90152.0,29.0,90077.0,38.0,8.0,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,14468,0,0.15359289884426378
